,0
0,茉莉鮮綠茶
1,阿薩姆紅茶
2,安溪鐵觀音
3,四季青茶
4,炭培烏龍茶
5,冬瓜茶
6,百香綠茶
7,蜜香冰茶
8,蜂蜜綠茶
9,冬瓜青茶
10,冬瓜鐵觀音
11,養樂多綠
12,冰梅綠
13,冰梅凍飲
14,蔓越莓冰醋
15,岩鹽綠茶
16,岩鹽紅茶
17,岩鹽鐵觀音
18,岩鹽青茶
19,岩鹽烏龍茶
20,岩鹽冬瓜茶
21,岩鹽可可
22,檸檬汁
23,檸檬綠茶
24,檸檬紅茶
25,檸檬養樂多
26,冬瓜檸檬
27,金桔檸檬
28,蜂蜜檸檬蘆薈
29,奶茶
30,奶綠
31,觀音奶茶
32,烏龍奶茶
33,珍珠奶茶
34,珍珠奶綠
35,可可
36,綠茶拿鐵
37,紅茶拿鐵
38,觀音拿鐵
39,冬瓜拿鐵
40,黑糖珍珠鮮奶
41,薑母茶
42,黑糖薑母茶
43,薑汁奶茶
44,薑汁拿鐵
45,岩鹽薑母茶
46,芋頭牛奶
47,柳橙綠茶(夏季:香吉士 冬季:柳丁)
48,金鑽鳳梨冰茶
49,梅香芭樂(4月~10月)(為保芭樂新鮮只做到微冰)
50,珍珠
51,椰果
52,蘆薈
53,布丁
0,今日特餐
1,雞錦飯
2,焢肉飯
3,排骨飯
4,牛腩飯
0,原始菜單
1,日式照燒雞腿(烤)
2,日式照燒雞排(烤)
3,日式燒肉(烤)
4,香酥炸雞腿
5,炸蝦
6,藍帶豬排
7,親子丼
8,蒲燒鯛魚肚(烤)
9,起司牛肉蓋飯
10,起司雞肉蓋飯
11,起司豬肉蓋飯
12,起司泡菜牛肉
13,起司泡菜雞肉
14,起司泡菜豬肉
15,泡菜牛肉
16,泡菜雞肉
17,泡菜豬肉
18,牛肉蓋飯
19,雞肉蓋飯
20,豬肉蓋飯
21,豆皮蓋飯
22,卡菲豬排
23,卡菲雞排
24,起司醬豬排
25,起司醬雞排
26,海苔豬排
27,海苔雞排
28,泰式豬排
29,泰式雞排
30,美式豬排
31,美式雞排
32,原味豬排
33,原味雞排
34,咖哩豬排
35,咖哩雞排
36,黑胡椒豬排
37,黑胡椒雞排
38,麻婆豬排
39,麻婆雞排
40,咖哩飯
41,麻婆飯
42,墨西哥辣雞
43,咖哩海鮮
44,咖哩牛肉
45,咖哩豬肉
46,咖哩雞肉
47,黑胡椒牛肉
48,黑胡椒豬肉
49,黑胡椒雞肉
50,海鮮烏龍麵
51,海鮮雞絲麵
52,海鮮意麵
53,味噌烏龍麵
54,味噌雞絲麵
55,味噌意麵
56,海鮮焗飯
57,牛肉焗飯
58,豬肉焗飯
59,雞肉焗飯
60,濃湯焗飯
61,起司牛肉
62,起司豬肉
63,起司雞肉
64,起司蔬菜
65,味噌蛤蜊湯
66,味噌鮮魚湯
67,貢丸湯
68,蛋花湯
69,蛤蜊湯
70,洋蔥圈
71,玉米棒
72,小不點雞塊
73,薯條
74,炸蝦
0,小管干(1包 整支)
1,魷魚絲(3包)
2,小管片(3包)
0,原味泡麵鍋
1,泡菜泡麵鍋
2,咖哩泡麵鍋
3,麻辣泡麵鍋
4,牛肉壽喜鍋
5,豬肉壽喜鍋
6,海鮮豆腐鍋
7,韓式泡菜鍋
8,雞排丼飯
9,豬排丼飯
10,魚排丼飯
11,牛肉丼飯
12,豬肉丼飯
13,招牌烤排骨飯
14,泰式烤排骨飯
15,日式烤雞腿飯
16,泰式烤雞腿飯
17,烤牛五花肉飯
0,海洋椒鹽雞腿
1,唐揚酥炸雞腿
2,油蔥香嫩滷雞
3,和風鐵板炒春雞
4,黃金薄粉雞排
5,香吉橙汁腿肉
6,酥炸多利鱼
7,現炸手工排骨
8,紐澳良風味雞翅
9,黑胡椒雞肉
10,蒜香滷汁肉排
11,合菜輕食便當
12,雞腿排
13,炸雞腿
14,滷雞腿
15,雞排
16,雞翅
17,和風腿肉
18,橙汁腿肉
19,炸豬排
20,魯排
21,青菜
22,白飯
0,菜單
1,麻婆豆腐燴飯
2,蠔油豬肉燴飯
3,蠔油雞肉燴飯
4,蠔油蝦仁燴飯
5,黑胡椒豬肉燴飯
6,黑胡椒雞肉燴飯
7,黑胡椒蝦仁燴飯
8,辣炒酸豆肉末飯
9,挪威鯖魚飯
10,炸排骨飯
11,三杯雞柳飯
12,三杯中卷飯
13,三杯無骨雞腿飯
0,蜂蜜啤酒
1,黑麥啤酒
2,小麥啤酒
0,鮮綠冰茶
1,冰鎮紅茶
2,913茶王
3,蜂蜜綠茶
4,蜂蜜紅茶
5,洛神冰茶
6,炟克烏龍
7,菊花普洱茶
8,蜂蜜普洱茶
9,(限)桂花金萱茶
10,鮮奶茶
11,鮮奶綠
12,珍珠鮮奶茶
13,珍珠鮮奶綠
14,黑鑽鮮奶茶
15,綠抹茶拿鐵
16,913鮮奶茶
17,香芋鮮奶綠
18,炟客拿鐵
19,普洱拿鐵
20,金香奶茶
21,茶香奶綠
22,珍珠奶茶
23,珍珠奶綠
24,913奶茶
25,抹茶奶綠
26,(限)鴛鴦奶茶
27,炟克奶茶
28,普洱奶茶
29,香芋奶綠
30,(限)抹茶冰淇淋奶綠
31,檸檬紅茶
32,檸檬綠茶
33,香橙綠茶
34,金佶綠茶
35,梅子綠茶
36,蜂蜜檸檬紅茶
37,蜂蜜檸檬綠茶
38,鮮榨水果綠茶
39,高纖水果綠茶
40,膠原蛋白水果綠
41,(限)旺來饗紅(蜜鳳梨+阿薩姆紅茶)
42,(限)旺來舞春(蜜鳳梨+春之烏龍)
43,綠抹茶冰沙
44,金佶綠茶冰沙
45,梅子綠茶冰沙
46,(限)咖啡冰沙
47,(限)抹茶冰淇淋冰沙
48,(限)旺來饗紅冰沙(蜜鳳梨+阿薩姆紅茶)
49,(限)旺來舞春冰沙(蜜鳳梨+春之烏龍)
50,鮮綠茶
51,胭脂紅茶
52,913茶王
53,炟克烏龍
54,菊花普洱茶
55,桂花茶王
56,鮮奶茶
57,鮮奶綠
58,珍珠鮮奶茶
59,珍珠鮮奶綠
60,黑鑽鮮奶茶
61,綠抹茶拿鐵
62,炟客拿鐵
63,普洱拿鐵
64,香芋鮮奶綠
65,金香奶茶
66,茶香奶綠
67,珍珠奶茶
68,珍珠奶綠
69,抹茶奶綠
70,(限)鴛鴦奶茶
71,913奶茶
72,炟克奶茶
73,普洱奶茶
74,香芋奶綠
75,(季)福圓薑茶
76,(季)福圓薑奶
77,(限)覆盆子果茶
78,金佶綠茶
79,綠茶芥末花生
80,日月潭紅茶麻辣花生
0,雪菜肉醬拌麵
1,美人腿肉醬拌麵
2,四季豆肉醬拌麵
3,咖哩肉醬拌麵
4,泡菜肉醬拌麵
5,山藥芋頭肉醬拌麵
6,梅花肉醬拌麵
7,牛肉乾拌麵
8,雞絲乾拌麵
9,泡菜牛肉醬拌麵
10,咖哩牛肉醬拌麵
11,泡菜咖哩醬拌麵
12,餛飩拌麵
13,乾拌麵
14,清湯掛麵
15,餛飩湯麵
16,幸福茶湯麵
17,海鮮湯麵
18,福菜肉絲麵
19,榨菜肉絲麵
20,枸杞豬肝麵
21,老街蚌麵
22,泡菜海鮮麵
23,排骨麵
24,半伴拌牛肉麵
25,古早飯
26,肉燥飯
27,古早肉丸子飯
28,梅花肉飯
29,筍干控肉飯
30,筍干排骨飯
31,牛肉拌飯
32,雞絲肉醬拌飯
33,雪菜肉醬拌飯
34,美人腿肉醬拌飯
35,四季豆肉醬拌飯
36,咖哩肉醬拌飯
37,泡菜肉醬拌飯
38,山藥芋頭肉醬拌飯
39,蛋花湯
40,貢丸湯
41,餛飩湯
42,豬肝湯
43,福菜肉絲湯
44,金針肉絲湯
45,蛤蠣湯
46,鮮菇湯
47,燙青菜
48,麵
49,飯
0,菜單
1,宮保雞丁飯
2,三杯雞肉飯
3,正忠排骨飯
4,黑胡椒豬排飯
5,爌肉飯
6,雞排飯
7,燒雞翅飯
8,糖醋小排飯
9,鮮魚飯
10,炸雞腿飯
11,燒雞腿飯
12,現炸魚肚飯
0,菜單
1,肉燥飯
2,瓜仔肉燥飯
3,排骨鐵路便當
4,滷雞腿便當
5,霜降松阪豬肉便當
6,紅燒豬腳便當
7,紅燒牛肉便當
8,日式雞丼便當(去骨腿丁)
9,瓜仔肉便當
10,肉燥便當
11,菜飯便當
12,咖哩排骨便當
13,咖哩雞腿便當
14,咖哩牛腩便當
15,味噌湯
16,青菜蛋花湯
17,海苔大骨湯
18,肉燥飯
19,瓜仔肉燥飯
0,海鮮豆腐鍋
1,大腸臭臭鍋
2,韓式泡菜鍋
3,香濃咖哩鍋
4,麻辣鴨血鍋
5,貴妃牛奶鍋
6,麻油雞腿鍋
7,酸白菜鍋
8,藥膳羊肉鍋
9,古式滷排骨飯
10,鹽漬鯖魚飯
11,果香鯛魚飯
12,黃金日式豬排飯
13,黃金炸蝦飯
14,鳳梨蝦球飯
15,海陸雙響
16,海鮮總匯
17,紅燒素肉麵
18,菜肉絲湯麵
19,麻醬麵
20,當歸藥膳麵
21,素香炒飯
22,素雞排飯
23,滷味特餐
24,素川牛泡飯
25,肉羹湯
26,貢丸湯
27,番茄蛋花湯
28,味增海鮮湯
29,鍚蘭紅茶
30,薰香綠茶
31,水果茶
32,義式巧克力
33,奶茶
0,爌肉飯
1,薑絲肉片
2,糖醋肉燴飯
3,叉燒飯
4,方便素便當
5,沙茶肉絲燴飯
6,豬排飯
7,三杯雞飯
8,香酥腿排飯
9,燒烤腿排飯
10,蜜汁雞腿飯
11,香腸+魚便當
12,雙主菜餐盒
13,海鮮飯
14,雙海鮮餐盒
15,炸魚餐盒
16,鄉間魚餐盒
17,清蒸魚餐盒
18,白斬土雞飯
19,海陸餐盒
20,宮保雞丁
21,椒鹽雞丁
22,黑胡椒豬肉燴飯
23,檸檬雞腿飯
24,炒麵
25,藥膳食補套餐
26,黑胡椒雞丁
27,避風塘雞翅
28,牛肉飯
29,炒米粉
30,咖哩雞飯
31,牛肉飯
32,香菇雞肉絲
33,韓式燒肉飯
34,炒冬粉
35,糖醋雞丁
36,地瓜沙拉餐盒
37,紅糟肉絲
38,蒜泥白肉飯
39,炒米粉
40,照燒雞丁
41,醬爆三層
42,客家鹹豬肉
43,喜相逢+瓜仔肉
44,炒麵
45,蠔油雞丁
46,檸檬雞翅
47,醬爆三層
48,客家鹹豬肉
49,炒飯
0,南洋咖哩雞腿飯(限量)
1,星洲肉骨茶飯(限量)
2,香煎鮭魚飯
3,黑胡椒牛燴飯
4,紅燒牛楠燴飯
5,咖哩雞丁燴飯
6,宮保雞丁燴飯
7,香蔥油雞飯
8,浦燒鯛魚飯
9,炸香雞腿飯
10,蜜汁雞腿飯
11,滷香雞腿飯
12,招牌雙拼特餐(A油雞/B卡拉雞/C浦燒鯛魚/D蜜汁豬排/E滷香豬排五選二)
0,和風燒肉割包
1,客家鹹豬肉割包
2,綜合(和風+客家)割包
3,傳統控肉割包
4,香腸割包
5,素割包
0,綜合甜不辣(大)
1,綜合甜不辣(小)
2,高麗菜捲
3,香蔥鱈魚
4,牛蒡天婦羅
5,玉米筍
6,竹輪
7,龍蝦棒
8,百頁豆腐
9,玉米
10,米血
11,蘿蔔
12,豆腐
13,黑輪
14,貢丸
15,鑫鑫腸
16,小丸子(3粒)
17,招牌滷肉飯(大)
18,招牌滷肉飯(小)
19,肉圓
20,芋粿
0,招牌雞腿飯
1,●煙燻雞腿飯
2,原味雞排飯
3,辣味雞排飯
4,●滷雞腿飯
5,●三杯雞飯
6,招牌排骨飯
7,●滷排骨飯
8,●爌扣飯
9,糖醋排骨飯
10,●蔥爆豬柳飯
11,炸豬排飯
12,鱈魚排飯
13,●挪威鯖魚飯
14,●時蔬飯
0,陽春麵
1,乾麵
2,肝連面
3,牛肉湯麵
4,牛肚麵
5,嘴邊肉麵
6,餛飩麵
7,粉腸麵
8,大腸麵
9,貢丸麵
10,牛肉牛肚麵
11,牛肉麵
12,手工家常牛肉麵
13,米粉湯 小
14,米粉湯 大
15,滷肉飯 小
16,滷肉飯 大
17,控肉飯
18,白飯
19,菜頭湯
20,貢丸湯
21,紫菜蛋花湯
22,貢丸蛋花湯
23,貢丸菜頭湯
24,嘴邊肉湯
25,肝連湯
26,粉腸湯
27,大腸湯
28,餛飩湯
29,牛肉湯
30,滷蛋
31,海帶
32,豆干
33,豬皮
34,皮蛋豆腐
35,小魚乾花生
36,小黃瓜
37,韓式泡菜
38,肝連
39,粉腸
40,牛腱
41,涼拌雞腳
42,三層肉
43,木耳
44,皮蛋
45,菜頭
46,油豆腐
47,豬頭皮
48,燙青菜
49,糯米椒豆干
50,大頭菜
51,花生
52,嘴邊肉
53,大腸
54,牛肚
55,鹽吶仔
56,粉肝
0,蚌麵
1,豬肉湯麵
2,豬肉冬粉
3,羊肉湯麵
4,羊肉冬粉
5,鯛魚湯麵
6,鯛魚冬粉
7,海鮮麵
8,海鮮麵線
9,泰式椒麻雞飯
10,蔥爆子雞飯
11,宮保雞丁飯
12,蜜汁雞丁飯
13,左宗棠雞飯
14,泰式酸辣魚飯
15,嫩薑羊肉飯
16,嫩薑豬肉飯
17,泡菜豬肉飯
18,椰汁雞飯
19,嫩薑魚片飯
20,層香魚片飯
21,魚片湯
22,蛤蜊湯
23,貢丸湯
24,白飯
25,台式泡菜
26,燙大陸妹
27,小魚乾花生
28,椒麻雞
0,鮮牛肉河粉湯
1,熟牛肉河粉湯
2,熟牛肉+牛丸河粉湯
3,五花豬肉河粉
4,海鮮河粉
5,雞絲河粉
6,酸辣鮮魚細
7,酸辣海鮮細
8,酸辣鮮牛細
9,酸辣五花豬肉細
10,咖哩鮮魚飯
11,咖哩雞腿飯
12,咖哩五花豬飯
13,咖哩五花牛飯
14,香蒜無骨雞腿飯
15,乾拌細粉炒豬肉
16,乾拌細粉炒豬肉+炸春捲
17,乾拌細粉無骨雞腿
18,乾拌細粉無骨雞腿+炸春捲
19,乾拌細粉蔬菜
20,乾拌雞絲細粉
21,雞絲高麗菜涼拌
22,雞絲木瓜絲涼拌
23,生春捲
24,炸春捲
25,法國麵包
26,越式咖啡
27,檸檬汁水
0,鮮奶
1,奶酥
2,OREO
3,花生
4,酥花公路
5,乳酪芝士
6,鮪魚
7,熱狗
8,蛋黃鴿
9,無菜單
0,蒸臭豆腐(不辣/微辣/小辣/中辣/大辣)
1,臭豆腐湯麵(細麵/冬粉)
2,蔬香麵(細麵/寬麵/拉麵)
3,紅醋麵
4,香辣麵(細麵/寬麵/拉麵)
5,香椿麵(細麵/寬麵/拉麵)
6,海苔麵(細麵/寬麵/拉麵)
7,沙茶麵(細麵/寬麵/拉麵)
8,麻醬麵(細麵/寬麵/拉麵)
9,蔬香湯麵(細麵/寬麵/拉麵)
10,蕃茄湯麵(細麵/寬麵/拉麵)
11,苦瓜湯麵(細麵/寬麵/拉麵)
12,泡菜臭臭湯(細麵/寬麵/拉麵)
13,海苔湯
14,青菜湯
15,蕃茄湯
16,苦瓜湯
17,白飯
18,白麵
19,冬粉
0,黑糖剉冰(任選四種料) 請註明
1,牛奶糖珍珠奶冰
2,牛奶糖相思鐵奶冰
3,珍珠奶奶冰
4,相思鐵奶冰
5,雙拼奶奶冰
6,宇治金時
7,跌進麵茶裡
8,嫩仙草（三種料）請註明
9,豆花(兩種料) 請註明
10,鐵觀音豆花(兩種料)請註明
11,紅茶鮮奶
12,珍珠鮮奶茶
13,鐵觀音鮮奶
14,羞仙草鮮奶
15,Taiwanese pong-ping
16,手作奶酪
0,👍騰之雞腿排(去骨)
1,👍爆漿起司雞排
2,👍騰之雞排(現代脆皮)
3,懷舊雞排(傳統酥皮)
4,👍火辣雞腿丁
5,騰之雞丁骨
6,👍騰之雞翅
7,赤焰雞翅
8,💓干貝花枝燒
9,👑帶皮薄鹽脆薯
10,黃金地瓜
11,麥克小雞塊
12,👑台灣甜不辣
13,💓金元寶(日式韭菜)
14,洋蔥圈
15,💓黃金雪茸(杏鮑菇)
16,黃金薯餅
17,💓黃金鮮奶炸饅頭
18,💓ＱＱ和菓
19,👑起司乳酪棒
20,💓炸雪糕
21,炸元宵
0,韭菜
1,高麗菜
2,蘿蔔絲
0,辣子雞
1,炸豬排
2,烤秋刀魚
3,薄-烤鯖魚
4,卓瑪雞腿
5,椒鹽腿排+炸豬排
6,椒鹽腿排+煎豬排
7,煎豬排+炸豬排
8,蔬食餐/方便素
9,打拋豬(不辣)
10,打拋豬(加辣)
11,煎豬排
0,菜飯
1,鯖魚飯
2,雞排飯
3,黑胡椒豬肉飯
4,腿庫飯
5,秋刀魚飯
6,清蒸魚飯
7,蒜泥白肉飯
8,糖醋雞飯
9,滷雞腿飯
10,蔥油雞飯
11,咖哩雞飯
12,三杯雞飯
13,石板豬排飯
14,炸雞腿飯
0,魯肉飯
1,魯肉飯
2,蝦捲飯
3,排骨飯
4,雞腿飯
5,鱈魚飯
6,魯肉飯便當
7,炸蝦捲
8,炸排骨
9,炸雞腿
10,炸鱈魚排
11,燙青菜
0,綜合生魚片(10片)
1,鮭魚(10片)
2,旗魚(10片)
3,黃金魚(10片)
4,花枝(8片)
5,甜蝦(4尾)
6,鮪魚(10片)
7,鮭魚肚(10片)
8,綜合握壽司(6入)
9,旗魚(2入)
10,黃金魚(2入)
11,花枝(2入)
12,鮭魚(2入)
13,鮪魚(2入)
14,鮭魚肚(2入)
15,鮭魚肚(炙燒)(2入)
16,牧丹蝦握壽司(1入)
17,鮭魚卵軍艦(2入)
18,海膽軍艦(1顆)
19,蟹膏軍艦(2入)
20,魚骨味噌湯(骨筋肚肉)
21,肉鬆(6片)
22,什錦菜(6片)
23,培根(6片)
24,牛蒡(6片)
25,火腿(6片)
26,翡翠(6片)
27,高麗菜(6片)
28,鮪魚(6片)
29,旗魚鬆(6片)
30,起司(6片)
31,玉米(6片)
32,燻雞(6片)
33,蒲燒鯛(6片)
34,玉子燒(3顆)
35,蝦壽司(3顆)
36,稻禾(6顆)
37,綜合(肉鬆6+稻禾3)
38,蘆筍手捲
39,蘆筍蝦手捲
40,小花(8種口味)
